ID,年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,通話回数_販促中,経過日数,通話回数_販促前,前回販促結果,今回販促結果
7188,48,technician,married,secondary,no,101,yes,no,cellular,2,192,3,failure,no
7189,21,services,single,secondary,no,3033,yes,no,cellular,1,999,0,unknown,no
7190,42,management,married,tertiary,no,298,no,no,cellular,3,95,10,failure,no
7191,60,housemaid,divorced,secondary,no,2063,no,no,cellular,1,99,2,failure,no
7192,27,technician,single,secondary,no,911,no,no,cellular,2,999,0,unknown,no
7193,26,admin.,single,secondary,no,8,no,no,cellular,1,999,0,unknown,no
7194,25,services,single,secondary,yes,57,yes,yes,unknown,5,999,0,unknown,no
7195,28,entrepreneur,single,tertiary,no,104,no,no,cellular,1,999,0,unknown,no
7196,27,admin.,married,secondary,no,133,yes,yes,unknown,4,999,0,unknown,no
7197,47,management,married,tertiary,no,24312,yes,no,cellular,3,999,0,unknown,no
7198,27,unemployed,single,secondary,no,11,no,no,cellular,1,999,0,unknown,no
7199,69,retired,married,tertiary,no,473,no,no,cellular,1,106,2,failure,no
7200,31,services,single,secondary,no,1599,no,no,cellular,1,78,2,success,no
7201,38,self-employed,married,secondary,no,29125,no,no,unknown,2,999,0,unknown,no
7202,52,management,married,tertiary,no,1065,yes,yes,cellular,2,175,1,failure,no
7203,31,services,single,secondary,no,900,yes,no,cellular,2,140,6,failure,no
7204,37,services,single,secondary,no,248,yes,no,cellular,2,57,3,failure,no
7205,28,self-employed,single,tertiary,no,0,yes,no,cellular,1,192,1,failure,no
7206,34,admin.,single,secondary,no,303,no,no,cellular,3,200,6,success,no
7207,51,management,married,tertiary,no,2635,no,no,cellular,2,188,3,success,no
7208,31,technician,single,secondary,no,863,yes,no,cellular,3,111,6,failure,no
7209,58,self-employed,married,tertiary,no,8014,yes,no,cellular,2,184,3,failure,no
7210,37,management,married,tertiary,no,489,yes,no,cellular,1,106,5,failure,no
7211,31,blue-collar,married,primary,no,4728,yes,no,cellular,1,183,3,nonexistent,no
7212,37,services,married,secondary,no,1543,yes,no,cellular,4,85,2,success,no
7213,53,admin.,married,secondary,no,0,no,no,telephone,1,655,5,failure,no
7214,48,management,single,tertiary,no,-295,no,yes,cellular,1,190,2,failure,no
7215,45,management,divorced,tertiary,no,-90,yes,no,cellular,1,192,1,failure,no
7216,34,management,married,tertiary,no,577,yes,no,cellular,2,153,1,failure,no
7217,40,blue-collar,married,primary,no,-616,yes,no,cellular,1,157,2,failure,no
7218,50,management,married,tertiary,no,8205,yes,no,telephone,3,508,1,nonexistent,no
7219,60,management,married,tertiary,no,553,yes,no,cellular,1,210,3,success,no
7220,34,management,married,tertiary,no,1310,no,no,telephone,3,158,7,nonexistent,no
7221,28,unemployed,married,secondary,no,858,yes,no,unknown,1,999,0,unknown,no
7222,37,technician,married,secondary,no,318,no,no,cellular,1,95,4,nonexistent,no
7223,24,student,single,unknown,no,839,no,no,cellular,1,999,0,unknown,no
7224,47,blue-collar,married,secondary,no,0,yes,no,cellular,4,180,2,nonexistent,no
7225,25,management,single,tertiary,no,2305,no,no,cellular,1,86,1,failure,no
7226,21,student,single,secondary,no,681,no,no,unknown,1,999,0,unknown,no
7227,39,blue-collar,married,primary,no,1,yes,no,unknown,1,745,2,failure,no
7228,28,blue-collar,single,secondary,no,438,yes,no,cellular,2,999,0,unknown,no
7229,59,unknown,married,unknown,no,1500,no,no,cellular,1,182,1,nonexistent,no
7230,28,entrepreneur,single,tertiary,no,135,yes,no,unknown,1,999,0,unknown,no
7231,21,student,single,secondary,no,557,no,no,cellular,2,999,0,unknown,no
7232,33,admin.,divorced,secondary,no,661,yes,no,cellular,4,167,3,failure,no
7233,48,management,married,tertiary,no,3842,no,no,cellular,1,122,2,success,no
7234,45,management,married,tertiary,no,2220,yes,no,cellular,1,133,2,failure,no
7235,31,student,single,unknown,no,376,no,no,cellular,1,96,2,nonexistent,no
7236,28,blue-collar,married,primary,no,507,yes,no,unknown,1,999,0,unknown,no
7237,28,admin.,single,secondary,no,296,yes,no,unknown,1,999,0,unknown,no
7238,47,admin.,married,unknown,no,0,yes,no,cellular,1,198,1,failure,no
7239,39,self-employed,married,secondary,no,31,yes,no,cellular,2,181,4,failure,no
7240,52,self-employed,married,tertiary,no,5350,yes,yes,cellular,2,110,4,success,no
7241,28,admin.,married,secondary,no,1428,yes,no,cellular,1,999,0,unknown,no
7242,32,services,single,secondary,no,2251,yes,yes,cellular,1,124,1,failure,no
7243,28,management,single,tertiary,no,1,no,no,cellular,11,999,0,unknown,no
7244,56,management,single,tertiary,no,1092,yes,yes,cellular,3,186,4,failure,no
7245,79,housemaid,married,primary,no,0,no,no,cellular,1,999,0,unknown,no
7246,39,management,married,tertiary,yes,47,no,no,cellular,3,158,3,failure,no
7247,23,admin.,single,secondary,no,1358,no,no,cellular,2,999,0,unknown,no
7248,26,student,single,secondary,no,352,no,no,cellular,2,999,0,unknown,no
7249,30,management,single,tertiary,no,2344,yes,no,cellular,2,92,3,failure,no
7250,27,services,single,secondary,no,1636,yes,no,unknown,2,999,0,unknown,no
7251,42,entrepreneur,married,tertiary,no,373,no,no,cellular,1,154,3,failure,no
7252,70,retired,married,secondary,no,616,no,no,cellular,1,999,0,unknown,no
7253,27,blue-collar,married,secondary,no,0,yes,no,cellular,6,999,0,unknown,no
7254,32,management,married,tertiary,no,859,yes,yes,cellular,5,172,11,nonexistent,no
7255,46,blue-collar,married,primary,no,676,yes,no,cellular,6,174,4,failure,no
7256,27,blue-collar,single,secondary,no,14,no,no,unknown,2,999,0,unknown,no
7257,43,technician,married,secondary,no,4056,no,no,cellular,6,89,2,failure,no
7258,36,entrepreneur,married,secondary,no,0,yes,no,cellular,1,174,1,failure,no
7259,40,technician,married,secondary,no,657,yes,no,cellular,1,112,2,failure,no
7260,51,technician,married,secondary,no,58,yes,no,cellular,1,129,2,failure,no
7261,77,retired,married,secondary,no,2123,no,no,telephone,4,999,0,unknown,no
7262,29,student,single,tertiary,no,3054,no,no,cellular,1,186,7,success,no
7263,27,blue-collar,married,primary,no,300,no,yes,cellular,2,999,0,unknown,no
7264,28,student,single,secondary,no,154,yes,no,unknown,9,999,0,unknown,no
7265,28,admin.,married,unknown,no,-1,yes,no,cellular,1,999,0,unknown,no
7266,38,management,married,tertiary,no,184,no,no,cellular,2,188,2,failure,no
7267,46,admin.,married,secondary,no,0,yes,no,cellular,1,185,2,nonexistent,no
7268,38,management,divorced,tertiary,no,4335,yes,no,cellular,7,179,1,failure,no
7269,30,admin.,divorced,secondary,no,83,yes,yes,cellular,2,196,1,failure,no
7270,28,blue-collar,married,secondary,no,0,yes,no,unknown,1,999,0,unknown,no
7271,39,technician,single,secondary,no,1104,no,no,cellular,2,105,2,success,no
7272,28,admin.,single,secondary,no,1323,yes,no,unknown,1,999,0,unknown,no
7273,48,technician,single,secondary,no,1245,no,no,cellular,1,134,1,nonexistent,no
7274,77,retired,divorced,primary,no,2693,no,no,cellular,2,94,12,nonexistent,no
7275,59,housemaid,married,primary,no,935,yes,no,cellular,3,166,2,failure,no
7276,83,housemaid,divorced,primary,no,5944,no,no,cellular,3,999,0,unknown,no
7277,58,blue-collar,married,unknown,no,3585,no,no,cellular,1,167,1,success,no
7278,37,admin.,married,secondary,no,7,yes,no,cellular,7,105,1,nonexistent,no
7279,47,unknown,married,unknown,no,677,no,no,cellular,1,99,4,success,no
7280,33,housemaid,single,tertiary,no,23663,yes,no,cellular,2,146,2,failure,no
7281,69,retired,married,secondary,no,148,no,no,telephone,1,999,0,unknown,no
7282,29,management,single,tertiary,no,1351,no,no,cellular,1,91,1,failure,no
7283,27,admin.,single,secondary,yes,-110,no,yes,cellular,2,999,0,unknown,no
7284,78,retired,married,primary,no,2735,no,no,telephone,2,999,0,unknown,no
7285,55,technician,single,secondary,no,1199,no,yes,telephone,1,99,10,failure,no
7286,26,self-employed,single,tertiary,no,50,no,no,cellular,4,999,0,unknown,no
7287,21,blue-collar,single,secondary,no,-273,yes,yes,unknown,1,999,0,unknown,no
7288,35,management,divorced,tertiary,no,146,no,no,cellular,2,106,2,success,no
7289,32,blue-collar,married,secondary,no,-460,yes,yes,cellular,2,206,6,nonexistent,no
7290,57,blue-collar,married,secondary,no,5935,yes,yes,cellular,2,198,1,failure,no
7291,48,blue-collar,married,secondary,no,238,yes,yes,cellular,2,81,1,success,no
7292,26,retired,single,secondary,no,530,no,no,cellular,1,999,0,unknown,no
7293,56,entrepreneur,married,secondary,no,5838,no,no,cellular,2,230,2,failure,no
7294,27,blue-collar,single,secondary,no,-247,no,yes,cellular,1,999,0,unknown,no
7295,24,blue-collar,single,secondary,no,3,yes,no,cellular,1,999,0,unknown,no
7296,26,blue-collar,single,secondary,no,539,yes,no,unknown,2,999,0,unknown,no
7297,39,management,married,tertiary,no,622,no,no,cellular,2,184,1,failure,no
7298,43,management,married,tertiary,no,2767,yes,no,cellular,1,186,7,failure,no
7299,28,self-employed,single,tertiary,no,805,no,no,cellular,5,170,2,failure,no
7300,24,services,married,secondary,no,51,yes,yes,unknown,2,999,0,unknown,no
7301,25,services,married,secondary,no,4522,yes,no,cellular,4,999,0,unknown,no
7302,47,self-employed,divorced,secondary,no,8515,yes,no,unknown,7,112,4,nonexistent,no
7303,24,services,single,secondary,no,53,yes,yes,unknown,1,999,0,unknown,no
7304,46,technician,divorced,secondary,no,3455,yes,no,cellular,4,190,2,failure,no
7305,28,blue-collar,married,secondary,no,110,yes,no,unknown,1,999,0,unknown,no
7306,24,student,single,secondary,no,82,yes,no,unknown,2,999,0,unknown,no
7307,32,blue-collar,married,primary,no,29050,yes,yes,unknown,2,999,0,unknown,no
7308,27,services,married,unknown,no,-209,yes,yes,cellular,1,999,0,unknown,no
7309,26,self-employed,single,tertiary,no,1153,no,no,cellular,3,999,0,unknown,no
7310,33,admin.,married,tertiary,no,1636,yes,yes,cellular,1,136,1,failure,no
7311,25,technician,single,secondary,no,1312,yes,no,cellular,1,999,0,unknown,no
7312,53,blue-collar,married,secondary,no,6112,no,no,cellular,1,86,1,success,no
7313,26,blue-collar,single,secondary,no,-93,yes,no,cellular,2,999,0,unknown,no
7314,27,blue-collar,single,primary,no,1128,yes,no,unknown,4,999,0,unknown,no
7315,60,retired,married,primary,no,22018,no,no,unknown,2,999,0,unknown,no
7316,25,technician,single,tertiary,no,468,yes,no,unknown,1,999,0,unknown,no
7317,26,services,married,secondary,no,682,yes,yes,unknown,2,999,0,unknown,no
7318,70,retired,married,primary,no,579,no,no,cellular,2,181,1,failure,no
7319,53,entrepreneur,married,unknown,no,19850,no,no,unknown,1,999,0,unknown,no
7320,28,services,married,secondary,no,4,yes,no,unknown,1,999,0,unknown,no
7321,30,services,divorced,secondary,no,341,yes,no,cellular,1,174,1,success,no
7322,71,retired,married,tertiary,no,1486,no,no,telephone,3,999,0,unknown,no
7323,60,blue-collar,married,primary,no,29184,no,no,telephone,2,999,0,unknown,no
7324,38,technician,single,secondary,no,1255,yes,no,cellular,1,170,4,failure,no
7325,44,blue-collar,married,primary,no,612,yes,yes,cellular,1,135,1,failure,no
7326,56,retired,married,secondary,no,393,no,yes,cellular,1,206,1,failure,no
7327,35,management,single,tertiary,no,1750,yes,no,cellular,1,175,4,success,no
7328,59,self-employed,married,tertiary,no,6237,yes,no,cellular,1,169,2,failure,no
7329,32,technician,single,tertiary,no,388,no,no,cellular,8,95,3,success,no
7330,31,technician,married,secondary,no,450,no,yes,cellular,2,129,4,failure,no
7331,28,technician,single,tertiary,no,0,yes,no,cellular,2,999,0,unknown,no
7332,34,management,married,tertiary,no,11,yes,no,cellular,1,150,2,failure,no
7333,28,management,single,tertiary,no,203,no,no,cellular,2,999,0,unknown,no
7334,37,technician,married,secondary,no,5902,yes,no,cellular,1,180,4,failure,no
7335,31,management,married,tertiary,no,29230,no,no,cellular,9,999,0,unknown,no
7336,54,admin.,married,secondary,no,19213,no,no,cellular,6,999,0,unknown,no
7337,26,technician,single,secondary,no,831,no,yes,cellular,13,999,0,unknown,no
7338,27,admin.,married,tertiary,no,174,yes,yes,cellular,2,999,0,unknown,no
7339,86,retired,divorced,unknown,no,157,no,no,telephone,1,999,0,unknown,no
7340,39,management,married,secondary,no,763,no,no,cellular,1,153,2,nonexistent,no
7341,38,management,married,tertiary,no,1187,yes,yes,cellular,2,123,1,failure,no
7342,25,admin.,married,secondary,no,142,yes,no,cellular,2,999,0,unknown,no
7343,25,management,single,tertiary,no,0,no,yes,cellular,1,999,0,unknown,no
7344,62,admin.,married,secondary,no,4608,no,no,cellular,1,186,1,success,no
7345,27,blue-collar,single,secondary,no,2364,yes,no,unknown,1,999,0,unknown,no
7346,28,student,single,tertiary,no,3717,no,no,telephone,2,999,0,unknown,no
7347,34,technician,married,secondary,no,0,yes,no,cellular,1,91,2,nonexistent,no
7348,26,management,single,tertiary,no,159,no,no,cellular,1,999,0,unknown,no
7349,26,services,married,secondary,no,380,yes,no,unknown,3,999,0,unknown,no
7350,58,blue-collar,divorced,secondary,no,644,no,yes,cellular,4,109,4,failure,no
7351,60,technician,married,tertiary,no,6573,yes,no,cellular,2,87,2,failure,no
7352,46,management,single,secondary,no,5993,no,no,cellular,1,112,1,failure,no
7353,42,technician,married,unknown,no,1559,no,no,cellular,1,103,1,success,no
7354,25,technician,single,secondary,no,1105,yes,no,cellular,1,13,1,failure,no
7355,24,blue-collar,single,secondary,no,171,yes,no,unknown,2,999,0,unknown,no
7356,25,services,single,secondary,no,402,no,yes,cellular,1,999,0,unknown,no
7357,27,admin.,married,secondary,no,4144,yes,no,unknown,1,999,0,unknown,no
7358,27,services,married,secondary,no,1304,no,no,cellular,1,999,0,unknown,no
7359,44,technician,single,secondary,no,451,no,no,cellular,1,183,2,success,no
7360,27,unemployed,married,secondary,no,293,yes,no,unknown,3,999,0,unknown,no
7361,28,services,single,secondary,no,2954,yes,no,unknown,2,999,0,unknown,no
7362,31,admin.,married,secondary,no,8295,yes,no,cellular,1,149,1,failure,no
7363,41,services,married,secondary,no,446,yes,no,cellular,3,140,2,failure,no
7364,28,services,single,secondary,no,47,no,no,cellular,2,999,0,unknown,no
7365,26,blue-collar,married,secondary,no,242,yes,no,cellular,2,999,0,unknown,no
7366,22,student,single,secondary,no,1925,no,no,cellular,1,999,0,unknown,no
7367,25,blue-collar,single,secondary,no,2096,yes,no,unknown,2,999,0,unknown,no
7368,54,technician,married,secondary,no,65,no,no,cellular,1,91,3,failure,no
7369,32,management,married,tertiary,no,477,yes,no,telephone,6,178,5,failure,no
7370,59,retired,married,tertiary,no,41242,no,no,cellular,1,999,0,unknown,no
7371,34,management,married,tertiary,no,1778,no,no,cellular,1,93,3,success,no
7372,37,management,married,tertiary,no,0,no,no,cellular,4,107,2,failure,no
7373,28,technician,single,tertiary,no,1080,yes,no,cellular,1,999,0,unknown,no
7374,28,unemployed,single,tertiary,no,0,no,no,telephone,1,999,0,unknown,no
7375,26,blue-collar,married,primary,no,-219,yes,yes,unknown,5,999,0,unknown,no
7376,26,blue-collar,single,secondary,no,1,yes,no,cellular,2,999,0,unknown,no
7377,38,technician,married,secondary,no,728,yes,no,cellular,1,181,2,nonexistent,no
7378,26,technician,single,secondary,no,84,yes,no,cellular,3,999,0,unknown,no
7379,26,admin.,single,secondary,no,1099,no,no,cellular,2,225,13,nonexistent,no
7380,46,blue-collar,married,secondary,no,9347,yes,no,cellular,1,117,1,nonexistent,no
7381,71,entrepreneur,married,tertiary,no,15265,no,no,cellular,1,192,2,failure,no
7382,24,services,single,secondary,no,-92,yes,no,cellular,1,999,0,unknown,no
7383,27,technician,single,secondary,no,42,no,no,cellular,1,999,0,unknown,no
7384,35,blue-collar,single,tertiary,no,1830,no,no,cellular,4,93,2,failure,no
7385,34,blue-collar,single,secondary,no,1475,yes,no,cellular,3,530,12,nonexistent,no
7386,55,services,married,secondary,no,0,no,no,cellular,1,106,1,failure,no
7387,25,blue-collar,married,secondary,no,316,yes,yes,unknown,2,999,0,unknown,no
7388,45,blue-collar,married,secondary,no,6879,no,no,cellular,1,131,1,nonexistent,no
7389,28,services,married,primary,no,3,yes,no,cellular,1,999,0,unknown,no
7390,24,blue-collar,single,primary,no,388,yes,no,cellular,2,999,0,unknown,no
7391,45,technician,married,secondary,no,366,no,yes,cellular,2,169,12,failure,no
7392,33,self-employed,single,tertiary,no,658,yes,no,cellular,2,183,3,failure,no
7393,61,retired,married,secondary,no,5196,no,no,telephone,2,95,4,nonexistent,no
7394,44,blue-collar,married,secondary,no,1025,yes,no,cellular,2,202,1,failure,no
7395,48,management,married,tertiary,no,1204,no,no,cellular,2,760,1,nonexistent,no
7396,24,technician,single,secondary,no,1298,no,no,cellular,1,999,0,unknown,no
7397,43,admin.,single,secondary,no,386,no,no,cellular,1,92,4,success,no
7398,39,technician,married,secondary,no,4861,yes,no,telephone,1,183,2,nonexistent,no
7399,30,blue-collar,single,primary,no,1395,yes,no,cellular,1,175,3,nonexistent,no
7400,31,services,single,tertiary,no,620,no,no,cellular,1,87,1,failure,no
7401,26,blue-collar,single,primary,no,2363,no,yes,cellular,2,999,0,unknown,no
7402,71,retired,married,secondary,no,2064,no,no,cellular,2,291,1,failure,no
7403,44,blue-collar,married,secondary,no,545,yes,no,cellular,3,136,1,failure,no
7404,41,self-employed,single,tertiary,no,1616,no,no,telephone,1,184,7,success,no
7405,28,housemaid,married,secondary,no,204,yes,no,cellular,1,999,0,unknown,no
7406,40,admin.,divorced,secondary,no,399,yes,yes,cellular,3,96,2,failure,no
7407,27,services,single,secondary,no,-151,no,no,cellular,2,999,0,unknown,no
7408,27,services,single,secondary,no,139,no,no,cellular,3,999,0,unknown,no
7409,54,blue-collar,married,primary,no,836,yes,no,telephone,1,130,3,nonexistent,no
7410,59,blue-collar,married,primary,no,699,no,no,cellular,1,154,6,failure,no
7411,57,technician,married,primary,no,592,no,yes,telephone,6,193,5,nonexistent,no
7412,33,management,married,tertiary,no,415,no,no,cellular,5,167,1,nonexistent,no
