年齢,職業,婚姻状況,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,日,月,通話時間,キャンペーン,直前接触日,過去接触回数,前回接触結果,申込有無
34,management,married,tertiary,False,436,True,False,cellular,17,apr,28,1,345,1,failure,False
48,blue-collar,married,primary,False,559,True,False,,15,may,1231,2,-1,0,,False
31,management,married,tertiary,False,1170,False,False,cellular,20,aug,200,4,-1,0,,False
46,management,divorced,tertiary,False,25,False,False,,26,may,103,2,-1,0,,False
40,services,married,secondary,False,1325,False,False,,11,jun,150,2,-1,0,,False
39,entrepreneur,married,secondary,False,0,False,False,cellular,21,nov,108,7,-1,0,,False
33,technician,single,secondary,False,647,True,True,cellular,4,feb,124,1,273,1,other,False
50,blue-collar,married,primary,False,2142,True,False,cellular,29,jan,309,2,224,1,other,False
84,retired,divorced,primary,False,639,False,False,telephone,18,may,353,3,-1,0,,True
40,blue-collar,married,primary,False,177,True,True,telephone,21,jul,742,4,-1,0,,False
55,management,married,tertiary,False,236,False,False,cellular,4,aug,200,1,-1,0,,False
40,services,divorced,secondary,False,1959,True,False,,30,may,177,1,-1,0,,False
46,admin.,married,primary,False,96,False,False,telephone,4,feb,151,2,-1,0,,False
43,self-employed,single,tertiary,False,0,False,False,,19,jun,147,1,-1,0,,False
34,blue-collar,married,secondary,False,250,True,False,,29,may,193,6,-1,0,,False
35,technician,single,secondary,False,126,False,False,cellular,22,aug,112,2,-1,0,,False
57,retired,married,,False,1621,True,False,,19,jun,108,1,-1,0,,False
25,student,single,secondary,False,8,False,False,cellular,22,apr,107,2,-1,0,,True
32,self-employed,married,tertiary,False,189,True,False,,6,jun,106,2,-1,0,,False
52,retired,single,secondary,False,316,False,False,cellular,12,may,463,3,-1,0,,False
31,self-employed,single,tertiary,True,-282,True,False,cellular,20,nov,131,3,-1,0,,False
34,management,married,tertiary,False,-308,True,False,cellular,30,apr,140,2,-1,0,,False
42,technician,divorced,secondary,False,248,False,False,cellular,19,aug,163,4,-1,0,,False
47,blue-collar,divorced,primary,False,126,True,False,,3,jun,2456,2,-1,0,,True
50,self-employed,divorced,tertiary,False,13,True,False,cellular,20,apr,76,1,-1,0,,True
30,technician,married,secondary,False,-393,True,True,cellular,16,jul,435,1,-1,0,,True
33,services,single,secondary,False,358,True,False,cellular,7,may,302,1,356,3,failure,False
56,technician,single,tertiary,False,917,False,False,,9,jun,306,1,-1,0,,False
34,admin.,divorced,secondary,False,1268,True,False,cellular,15,may,259,3,-1,0,,False
33,technician,married,secondary,False,-163,True,True,cellular,8,aug,502,2,-1,0,,False
32,management,single,tertiary,False,473,True,False,cellular,11,may,72,2,361,1,other,False
34,management,married,tertiary,False,4831,True,False,cellular,4,feb,265,1,-1,0,,False
37,technician,married,secondary,False,1063,True,False,cellular,31,jul,413,2,-1,0,,False
30,management,married,secondary,False,0,True,False,cellular,12,may,756,3,-1,0,,False
29,blue-collar,married,secondary,False,424,True,True,,14,may,241,2,-1,0,,False
56,unemployed,divorced,primary,False,802,False,False,telephone,3,feb,258,2,-1,0,,False
31,management,married,tertiary,False,430,True,False,cellular,25,jul,137,16,-1,0,,False
59,,married,,False,3940,False,False,,5,jun,48,2,-1,0,,False
36,housemaid,married,secondary,False,2880,False,False,,12,jun,283,1,-1,0,,False
51,blue-collar,divorced,secondary,False,1069,True,False,,30,may,247,2,-1,0,,False
54,self-employed,divorced,primary,False,4382,True,False,telephone,18,may,193,4,-1,0,,False
37,management,married,tertiary,False,0,False,False,cellular,11,mar,129,4,107,2,failure,False
32,technician,married,tertiary,False,3939,False,False,cellular,8,aug,209,2,-1,0,,False
42,self-employed,married,tertiary,False,753,False,False,,17,jun,31,1,-1,0,,False
29,blue-collar,married,secondary,False,358,False,False,cellular,21,jul,88,5,-1,0,,False
52,blue-collar,married,primary,False,1141,True,False,cellular,12,may,22,5,-1,0,,False
40,technician,married,secondary,False,1259,False,False,,20,may,234,5,-1,0,,False
30,services,married,secondary,False,227,False,True,,3,jun,23,1,-1,0,,False
55,entrepreneur,divorced,secondary,False,538,True,False,cellular,7,aug,353,2,-1,0,,True
49,management,married,tertiary,False,92,True,False,,6,may,221,2,-1,0,,False
33,technician,married,tertiary,False,8023,False,False,cellular,25,feb,196,1,87,4,failure,False
32,services,single,secondary,False,2478,False,True,cellular,20,nov,395,1,-1,0,,False
21,student,single,secondary,False,6844,False,False,cellular,14,aug,126,3,127,7,other,False
42,technician,married,secondary,False,440,True,False,cellular,3,feb,13,5,-1,0,,False
56,self-employed,married,secondary,False,800,False,True,cellular,9,jul,170,1,-1,0,,False
39,,single,secondary,False,914,False,False,,5,jun,20,1,-1,0,,False
30,entrepreneur,single,secondary,False,638,False,False,cellular,14,jul,358,6,-1,0,,False
55,retired,married,secondary,False,159,False,False,cellular,28,aug,159,1,-1,0,,False
43,blue-collar,married,primary,False,483,True,False,cellular,12,may,225,3,-1,0,,False
53,unemployed,married,secondary,False,94,False,False,cellular,10,aug,493,1,181,14,success,True
57,retired,married,secondary,False,1044,False,False,telephone,11,jan,585,1,192,2,success,True
39,self-employed,single,,False,0,False,False,,20,jun,13,11,-1,0,,False
56,technician,divorced,tertiary,False,401,True,False,telephone,20,nov,26,1,-1,0,,False
29,services,single,,False,33,False,False,,1,jul,161,1,-1,0,,False
38,blue-collar,married,primary,False,506,True,True,,12,jun,122,1,-1,0,,False
59,management,married,tertiary,False,1881,False,False,cellular,19,nov,456,2,-1,0,,False
42,technician,single,,False,344,True,False,,3,jun,26,7,-1,0,,False
46,blue-collar,married,primary,False,0,True,False,,12,may,51,9,-1,0,,False
31,admin.,married,secondary,False,3,True,False,cellular,28,jul,37,12,-1,0,,False
35,services,divorced,secondary,False,221,True,False,cellular,14,may,150,1,360,1,failure,False
50,self-employed,married,secondary,False,36,False,False,cellular,13,aug,104,10,-1,0,,False
42,blue-collar,married,primary,False,969,True,False,cellular,13,may,721,1,-1,0,,False
36,services,single,secondary,False,760,False,False,,20,jun,9,13,-1,0,,False
25,admin.,single,tertiary,False,220,False,False,cellular,26,may,68,1,-1,0,,False
42,management,single,tertiary,False,10907,False,False,cellular,4,may,74,3,-1,0,,False
27,student,single,tertiary,False,-148,True,False,cellular,11,sep,146,3,224,1,other,False
32,blue-collar,married,primary,False,415,True,False,,2,jun,777,4,-1,0,,True
57,management,married,tertiary,False,1341,True,False,,8,may,339,2,-1,0,,False
48,blue-collar,married,secondary,False,865,True,False,cellular,13,may,78,2,-1,0,,False
34,blue-collar,divorced,secondary,False,-566,True,False,,26,may,248,2,-1,0,,False
33,services,married,secondary,False,210,True,True,,20,may,201,1,-1,0,,False
26,technician,single,secondary,False,1275,True,False,,20,jun,18,9,-1,0,,False
50,blue-collar,married,secondary,False,579,False,False,cellular,26,aug,83,4,-1,0,,False
60,technician,single,tertiary,False,2934,False,False,cellular,8,aug,233,2,-1,0,,False
47,management,married,tertiary,False,6637,True,False,cellular,17,apr,174,2,-1,0,,False
31,management,married,tertiary,False,271,False,False,cellular,18,nov,89,1,-1,0,,False
52,technician,married,tertiary,False,0,False,False,cellular,9,aug,145,3,94,4,success,False
36,services,married,secondary,False,472,True,False,,19,jun,1017,1,-1,0,,False
43,blue-collar,married,primary,False,487,True,False,,7,may,548,2,-1,0,,False
30,technician,single,tertiary,False,699,True,False,cellular,11,aug,213,4,-1,0,,False
32,blue-collar,married,secondary,False,150,False,False,cellular,5,feb,210,1,-1,0,,False
31,management,single,tertiary,False,1130,True,False,cellular,17,apr,224,3,74,4,failure,False
29,management,single,secondary,False,584,True,False,,16,jun,541,19,-1,0,,False
48,services,divorced,secondary,False,3186,False,True,cellular,9,apr,104,1,-1,0,,False
32,services,single,secondary,False,133,False,False,cellular,15,apr,171,1,-1,0,,True
30,housemaid,single,tertiary,False,868,False,False,cellular,7,aug,387,2,-1,0,,False
48,blue-collar,married,secondary,False,480,True,False,cellular,15,may,830,1,352,2,failure,True
51,blue-collar,married,,False,1883,True,False,,5,may,57,1,-1,0,,False
34,management,married,tertiary,False,606,False,False,cellular,20,apr,97,1,-1,0,,True
35,blue-collar,married,secondary,False,603,True,False,cellular,17,apr,474,2,-1,0,,False
49,management,single,primary,False,548,False,False,telephone,31,jul,115,6,-1,0,,False
36,unemployed,married,secondary,False,-872,True,True,cellular,20,nov,153,1,183,1,failure,False
37,blue-collar,divorced,secondary,False,33,True,False,cellular,20,nov,106,2,167,1,failure,False
37,management,married,tertiary,False,1689,True,False,,29,may,645,2,-1,0,,False
49,blue-collar,married,primary,False,902,False,False,,9,jun,210,2,-1,0,,False
44,services,divorced,secondary,False,0,True,True,,13,may,97,1,-1,0,,False
40,student,married,secondary,False,260,False,False,cellular,19,nov,52,1,152,6,failure,False
57,technician,married,secondary,False,589,True,False,cellular,2,feb,223,1,76,4,failure,False
39,technician,married,secondary,False,626,True,False,cellular,11,may,126,2,-1,0,,False
38,services,married,secondary,False,0,False,True,cellular,16,jul,1473,6,-1,0,,False
51,blue-collar,divorced,secondary,False,78,True,False,,27,may,723,2,-1,0,,False
27,blue-collar,single,secondary,False,3792,False,False,cellular,22,apr,279,2,-1,0,,True
38,blue-collar,single,tertiary,False,14058,False,False,telephone,17,jul,293,20,-1,0,,False
30,technician,single,secondary,False,-522,True,True,cellular,5,may,670,2,286,6,failure,True
36,student,single,,False,386,False,False,,18,jun,359,2,-1,0,,False
37,unemployed,married,secondary,False,1978,False,False,cellular,9,sep,404,1,182,1,success,True
53,admin.,married,secondary,False,459,False,False,cellular,14,oct,317,6,192,1,success,False
38,unemployed,married,tertiary,False,2812,True,False,cellular,30,apr,830,1,-1,0,,True
48,management,married,tertiary,False,5057,False,True,cellular,19,nov,37,1,-1,0,,False
26,housemaid,married,secondary,False,-759,True,False,cellular,11,jul,191,1,-1,0,,False
33,blue-collar,single,secondary,False,-416,True,False,,16,may,767,2,-1,0,,True
47,technician,married,,False,2106,True,False,,6,may,168,1,-1,0,,False
45,management,divorced,tertiary,False,220,True,False,,18,jun,89,4,-1,0,,False
32,blue-collar,divorced,secondary,False,0,True,False,,2,jun,746,2,-1,0,,False
69,retired,married,,False,426,False,False,telephone,9,mar,225,1,90,1,success,True
65,,married,,False,4717,False,False,telephone,6,aug,256,1,-1,0,,True
37,blue-collar,married,secondary,False,395,True,False,,6,may,219,2,-1,0,,False
45,blue-collar,divorced,primary,False,0,True,False,cellular,21,jul,211,2,-1,0,,False
36,blue-collar,married,secondary,False,-206,True,False,,8,may,177,2,-1,0,,False
62,self-employed,divorced,tertiary,False,6,True,False,cellular,13,oct,216,1,183,4,success,True
37,management,married,tertiary,False,4039,False,True,cellular,25,jul,106,2,-1,0,,False
39,services,divorced,secondary,False,687,True,False,cellular,9,jul,869,1,-1,0,,True
38,technician,single,secondary,False,-242,True,False,cellular,18,may,1173,3,278,6,success,True
31,management,married,tertiary,False,582,True,False,cellular,15,jul,58,2,-1,0,,False
58,blue-collar,divorced,primary,False,8218,True,False,cellular,31,jul,124,10,-1,0,,False
44,management,single,tertiary,False,1424,True,False,cellular,8,aug,201,2,-1,0,,False
31,blue-collar,married,secondary,False,92,True,False,,16,may,688,1,-1,0,,True
33,technician,single,secondary,False,2085,False,False,cellular,9,feb,501,2,-1,0,,True
36,technician,single,tertiary,False,197,False,False,cellular,30,apr,260,1,-1,0,,True
31,technician,single,secondary,False,2305,False,False,cellular,4,aug,139,1,-1,0,,False
45,admin.,married,secondary,False,-547,True,False,,3,jun,214,2,-1,0,,False
30,technician,single,tertiary,False,411,False,False,cellular,21,apr,142,1,-1,0,,False
34,blue-collar,married,secondary,False,584,True,False,cellular,18,jul,154,2,-1,0,,False
34,management,married,tertiary,False,997,True,True,cellular,21,nov,81,1,-1,0,,False
39,admin.,divorced,secondary,False,83,True,False,cellular,30,jul,69,6,-1,0,,False
41,management,married,tertiary,False,6563,False,False,cellular,27,aug,136,8,-1,0,,False
32,services,single,secondary,False,0,True,False,cellular,31,jul,99,13,-1,0,,False
32,management,single,tertiary,False,0,False,False,cellular,21,nov,9,6,-1,0,,False
36,blue-collar,married,primary,False,398,True,False,,12,jun,278,1,-1,0,,False
35,admin.,married,tertiary,False,1145,True,False,cellular,2,feb,82,2,-1,0,,False
32,management,single,tertiary,False,2,True,False,cellular,11,sep,100,2,-1,0,,True
33,management,single,tertiary,False,201,True,False,cellular,19,nov,171,1,183,1,failure,False
49,entrepreneur,married,primary,False,563,False,False,,19,jun,84,1,-1,0,,False
35,management,married,tertiary,False,3161,False,False,cellular,8,aug,433,2,-1,0,,False
31,technician,married,secondary,False,0,False,True,cellular,15,jul,624,6,-1,0,,False
42,management,married,secondary,False,1331,False,False,cellular,23,jul,698,2,-1,0,,False
34,housemaid,married,primary,False,2929,False,False,cellular,14,aug,518,2,-1,0,,True
32,services,married,secondary,True,-220,True,True,cellular,25,jul,123,2,-1,0,,False
29,management,single,tertiary,False,5980,True,False,,28,may,317,1,-1,0,,False
32,services,single,secondary,False,48,True,False,cellular,20,apr,8,3,-1,0,,False
50,housemaid,single,,False,0,False,False,telephone,28,jul,118,8,-1,0,,False
58,retired,married,secondary,False,3382,False,True,cellular,28,may,294,2,309,2,failure,False
59,technician,married,secondary,False,2308,False,False,cellular,30,apr,815,1,87,1,other,True
25,student,married,tertiary,False,10,True,False,cellular,21,jul,857,4,-1,0,,True
57,services,married,secondary,False,162,True,False,,5,may,174,1,-1,0,,False
30,blue-collar,single,secondary,False,1073,True,False,cellular,5,may,1130,4,-1,0,,False
26,services,single,secondary,False,1700,True,False,cellular,7,may,13,5,-1,0,,False
50,services,single,primary,False,148,True,False,,7,may,198,2,-1,0,,False
39,services,married,secondary,False,0,True,False,cellular,8,may,503,1,-1,0,,False
45,blue-collar,married,primary,False,185,True,False,cellular,29,jan,249,3,-1,0,,False
37,management,divorced,tertiary,False,896,False,True,cellular,14,aug,343,2,-1,0,,False
47,blue-collar,divorced,primary,False,1279,True,False,cellular,6,feb,479,2,-1,0,,False
50,technician,married,tertiary,False,199,True,True,cellular,3,feb,116,2,253,1,failure,False
40,management,married,secondary,False,99,False,False,cellular,9,feb,15,5,-1,0,,False
35,blue-collar,married,primary,False,378,True,False,,16,may,427,3,-1,0,,False
53,management,married,tertiary,False,15,False,False,cellular,20,aug,921,2,-1,0,,True
35,admin.,married,secondary,False,147,True,True,cellular,29,jan,41,1,184,7,failure,False
54,technician,married,secondary,False,2225,False,True,cellular,13,aug,73,2,-1,0,,False
35,admin.,single,secondary,False,1810,True,False,cellular,25,may,65,2,-1,0,,False
31,housemaid,married,,True,-6,False,True,telephone,7,jul,94,2,-1,0,,False
46,technician,divorced,secondary,False,435,True,False,,15,may,192,3,-1,0,,False
52,management,married,secondary,False,335,False,False,cellular,21,oct,411,1,182,1,failure,True
34,admin.,divorced,secondary,False,-251,False,False,cellular,18,jul,641,1,-1,0,,True
46,services,divorced,secondary,False,5,True,True,cellular,29,jan,305,2,-1,0,,False
54,self-employed,married,secondary,False,641,True,False,cellular,17,apr,472,1,148,2,failure,False
37,admin.,married,tertiary,False,0,True,False,cellular,21,jul,115,1,-1,0,,False
39,admin.,married,tertiary,False,722,False,False,telephone,23,apr,141,1,-1,0,,False
50,technician,married,tertiary,False,3337,True,True,telephone,31,jul,24,14,-1,0,,False
44,technician,divorced,secondary,False,0,False,False,cellular,28,jul,264,5,-1,0,,False
56,admin.,married,secondary,False,1504,True,False,,29,may,66,2,-1,0,,False
40,services,married,tertiary,False,35,False,False,cellular,3,jul,318,4,317,3,failure,False
